#,Module,Module title,Topic,Competency,You should be able to,Lecture,Lab,DOK,Yield,ID
124,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Autonomic Nervous System,Autonomic neurotransmitters and receptors,"Match nicotinic, muscarinic, alpha, and beta receptors to their neurotransmitter, their location, and the response each produces.",Yes,,3,core,w8-ans-receptors
125,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Autonomic Nervous System,Dual innervation and tonic control,Explain dual innervation and autonomic tone and predict the effect of removing one division from a dually innervated organ.,Yes,,3,core,w8-ans-tone
126,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Autonomic Nervous System,Adrenal medulla,Explain why the adrenal medulla is a modified sympathetic ganglion and compare the duration of its circulating catecholamine effect with direct sympathetic innervation.,Yes,,2,high,w8-adrenal-medulla
127,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Autonomic Nervous System,Autonomic pharmacology,Predict the effect of a beta blocker or a muscarinic antagonist on a named organ from the receptor it targets.,Yes,,3,high,w8-ans-pharmacology
128,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Autonomic Nervous System,Autonomic function testing,Measure heart rate variability and the response to a cold pressor or orthostatic challenge and interpret the result as sympathetic or parasympathetic dominance.,,Yes,3,high,w8-lab-autonomic-testing
129,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Hormone classes,"Classify hormones as peptide, steroid, or amine and compare the three by synthesis, storage, and receptor location.",Yes,,2,core,w9-hormone-classes
130,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Hormone transport and half life,Explain how protein binding in plasma affects the free hormone fraction and the half life and predict which hormone class circulates bound.,Yes,,3,high,w9-hormone-transport
131,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Hormone receptors and target response,Explain why one hormone can produce different responses in different tissues and relate receptor number to target cell sensitivity.,Yes,,3,core,w9-hormone-receptors
132,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Hormone interactions,"Define synergism, permissiveness, and antagonism and identify each in a described hormone pair.",Yes,,2,high,w9-hormone-interactions
133,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Control of hormone release,"Classify a hormone stimulus as humoral, neural, or hormonal and trace an example of each.",Yes,,2,core,w9-hormone-release
134,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Hypothalamic pituitary axes,Trace a three tier axis from hypothalamic releasing hormone through the anterior pituitary trophic hormone to the peripheral gland and place the long and short loop negative feedback.,Yes,Yes,3,core,w9-hypothalamic-pituitary
135,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Principles,Primary and secondary endocrine disorders,Use hormone levels at two tiers of an axis to classify a disorder as primary or secondary and as hypersecretion or hyposecretion.,Yes,Yes,3,core,w9-endocrine-pathology
136,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Posterior pituitary hormones,Explain why the posterior pituitary is neural tissue and state the stimulus and target action of antidiuretic hormone and oxytocin.,Yes,,2,core,w9-posterior-pituitary
137,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Growth hormone,Describe the direct and insulin like growth factor mediated actions of growth hormone and predict the result of excess or deficiency before and after epiphyseal closure.,Yes,,3,high,w9-growth-hormone
138,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Thyroid hormone,"Trace thyroid hormone synthesis, state the metabolic actions of T3 and T4, and match hyperthyroid and hypothyroid signs to the underlying rate of metabolism.",Yes,Yes,3,core,w9-thyroid
139,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Adrenal cortex,"Match the three cortical zones to aldosterone, cortisol, and the adrenal androgens and state the primary action of each.",Yes,Yes,2,core,w9-adrenal-cortex
140,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Cortisol and the stress response,"Describe the metabolic, immune, and cardiovascular actions of cortisol and explain the consequences of chronic elevation.",Yes,,3,core,w9-stress-response
141,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Calcium homeostasis,"Trace the response to falling plasma calcium through parathyroid hormone, calcitriol, and the actions on bone, kidney, and intestine, and state the role of calcitonin.",Yes,Yes,3,core,w9-calcium-homeostasis
142,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Pancreatic islet hormones,Compare insulin and glucagon by stimulus and by effect on liver glycogen and on plasma glucose and identify the islet cell that secretes each.,Yes,Yes,2,core,w9-islet-hormones
143,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Diabetes mellitus,Distinguish type 1 from type 2 diabetes by mechanism and explain how untreated hyperglycemia produces polyuria and ketoacidosis.,Yes,,3,core,w9-diabetes
144,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Glucose tolerance testing,Plot a glucose tolerance curve from measured or simulated data and distinguish a normal response from an impaired one.,,Yes,3,core,w9-lab-glucose-tolerance
145,3,"Sensory, Motor, Autonomic and Endocrine Physiology",Endocrine Glands,Hormone assay,Run or simulate an immunoassay for a hormone and use the standard curve to determine an unknown concentration.,,Yes,3,high,w9-lab-hormone-assay
146,4,Cardiovascular and Respiratory Physiology,Blood,Plasma and blood functions,"State the three functional categories of blood, transport, regulation, and protection, and name the major plasma proteins and the function of each.",Yes,Yes,2,core,w10-plasma
147,4,Cardiovascular and Respiratory Physiology,Blood,Hematocrit and formed elements,Define hematocrit and interpret a value as normal or abnormal in the context of anemia and dehydration.,Yes,Yes,2,core,w10-hematocrit
148,4,Cardiovascular and Respiratory Physiology,Blood,Erythrocyte structure and hemoglobin,Relate the biconcave shape and absent nucleus of the erythrocyte to its function and describe how the four heme groups of hemoglobin carry oxygen.,Yes,Yes,2,core,w10-rbc-hemoglobin
149,4,Cardiovascular and Respiratory Physiology,Blood,Erythropoiesis and its regulation,Trace the erythropoietin negative feedback loop from tissue hypoxia to increased red cell production and state the nutrients required.,Yes,,3,core,w10-erythropoiesis
150,4,Cardiovascular and Respiratory Physiology,Blood,Red cell destruction and bilirubin,Trace the fate of hemoglobin after red cell breakdown and explain how failure to clear bilirubin produces jaundice.,Yes,,2,high,w10-rbc-destruction
151,4,Cardiovascular and Respiratory Physiology,Blood,Leukocytes,"Match neutrophils, lymphocytes, monocytes, eosinophils, and basophils to their defensive function and to the condition that raises each.",Yes,Yes,2,high,w10-leukocytes
152,4,Cardiovascular and Respiratory Physiology,Blood,Hemostasis,"Order the three phases of hemostasis, vascular spasm, platelet plug formation, and coagulation, and identify the role of von Willebrand factor and thromboxane.",Yes,,2,core,w10-hemostasis
153,4,Cardiovascular and Respiratory Physiology,Blood,Coagulation cascade,"Compare the intrinsic and extrinsic pathways to the common pathway and identify the roles of thrombin, fibrin, calcium, and vitamin K.",Yes,,3,core,w10-coagulation
154,4,Cardiovascular and Respiratory Physiology,Blood,Clot limitation and fibrinolysis,Explain how anticoagulants and plasmin limit and remove a clot and predict the effect of a drug that blocks vitamin K or platelet aggregation.,Yes,,3,high,w10-fibrinolysis
155,4,Cardiovascular and Respiratory Physiology,Blood,ABO and Rh blood types,Predict agglutination for any donor and recipient ABO and Rh combination and explain the mechanism of hemolytic disease of the newborn.,Yes,Yes,3,core,w10-blood-types
156,4,Cardiovascular and Respiratory Physiology,Blood,Hematocrit and hemoglobin determination,Determine hematocrit and hemoglobin from a sample or simulation and evaluate the result against reference ranges.,,Yes,2,core,w10-lab-hematocrit
157,4,Cardiovascular and Respiratory Physiology,Blood,Blood typing,Perform simulated ABO and Rh typing and determine compatible donor types for the result obtained.,,Yes,3,core,w10-lab-blood-typing
158,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,Pacemaker potential,"Explain the unstable pacemaker potential of the sinoatrial node by the funny current, calcium entry, and potassium exit and state what sets intrinsic heart rate.",Yes,,3,core,w10-pacemaker-potential
159,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,Contractile cell action potential,"Diagram the ventricular action potential and identify the ion movement responsible for the rapid upstroke, the plateau, and repolarization.",Yes,Yes,3,core,w10-cardiac-ap
160,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,Conduction system,"Trace an impulse through the sinoatrial node, internodal pathways, atrioventricular node, bundle of His, bundle branches, and Purkinje fibers and explain the purpose of the atrioventricular delay.",Yes,Yes,2,core,w10-conduction-system
161,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,Cardiac refractory period,Explain why the long refractory period of cardiac muscle prevents tetanus and why that matters for pump function.,Yes,,3,core,w10-cardiac-refractory
162,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,ECG waves and intervals,"Label the P wave, QRS complex, T wave, PR interval, and QT interval and state the electrical event each represents.",Yes,Yes,2,core,w10-ecg-basics
163,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,ECG interpretation,"Calculate heart rate from an ECG strip and identify sinus rhythm, tachycardia, bradycardia, and a first degree or complete heart block.",Yes,Yes,3,core,w10-ecg-interpretation
164,4,Cardiovascular and Respiratory Physiology,Cardiac Electrophysiology,ECG recording,"Record a lead II ECG, measure the intervals, and correlate each wave with the mechanical event that follows it.",,Yes,3,core,w10-lab-ecg
165,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Cardiac cycle,Order the phases of the cardiac cycle and state the pressure relationship that opens and closes the atrioventricular and semilunar valves in each phase.,Yes,Yes,3,core,w11-cardiac-cycle
166,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Pressure volume loop,"Label the four phases of a ventricular pressure volume loop and predict how the loop changes with increased preload, increased afterload, or increased contractility.",Yes,,3,high,w11-pv-loop
167,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Heart sounds,Explain the origin of the first and second heart sounds and relate a murmur to valve stenosis or regurgitation by its timing.,Yes,Yes,3,core,w11-heart-sounds
168,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Stroke volume and ejection fraction,Calculate stroke volume and ejection fraction from end diastolic and end systolic volumes and interpret a reduced ejection fraction.,Yes,Yes,3,core,w11-stroke-volume
169,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Cardiac output,Calculate cardiac output and cardiac reserve and predict the effect of a change in heart rate or stroke volume on each.,Yes,Yes,3,core,w11-cardiac-output
170,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Frank Starling relationship,State the Frank Starling law and explain how venous return and end diastolic volume determine the force of the next contraction.,Yes,,3,core,w11-frank-starling
171,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Preload afterload and contractility,"Distinguish preload, afterload, and contractility and predict how a change in each alters stroke volume.",Yes,,3,core,w11-preload-afterload
172,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Autonomic regulation of the heart,Explain how sympathetic and parasympathetic input alter heart rate and contractility at the receptor and second messenger level.,Yes,,3,core,w11-cardiac-regulation
173,4,Cardiovascular and Respiratory Physiology,Cardiac Mechanics,Heart sound and pulse correlation,"Auscultate the heart sounds, locate the valve areas, and correlate the sounds with the pulse and with the cardiac cycle phases.",,Yes,2,core,w11-lab-heart-sounds
174,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Pressure flow and resistance,"Apply the relationship among flow, pressure gradient, and resistance and predict the effect of a change in vessel radius, blood viscosity, or vessel length on flow.",Yes,Yes,3,core,w11-flow-resistance
175,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Vessel structure and function,"Match arteries, arterioles, capillaries, venules, and veins to their role in pressure buffering, resistance, exchange, and capacitance.",Yes,Yes,2,core,w11-vessel-function
176,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Arterial blood pressure,"Define systolic, diastolic, pulse, and mean arterial pressure, calculate mean arterial pressure, and explain how it is determined by cardiac output and total peripheral resistance.",Yes,Yes,3,core,w11-blood-pressure
177,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Local control of blood flow,"Explain myogenic, metabolic, and endothelial control of arteriolar tone and predict the local flow response to increased tissue metabolism.",Yes,,3,core,w11-local-blood-flow
178,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Capillary exchange and Starling forces,Identify the four Starling forces at a capillary and determine the net direction of fluid movement at the arterial and venous ends.,Yes,,3,core,w11-capillary-exchange
179,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Edema,"Explain how increased capillary hydrostatic pressure, reduced plasma protein, increased permeability, or lymphatic blockage each produce edema and match a clinical scenario to its mechanism.",Yes,,3,high,w11-edema
180,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Lymphatic return,State the volume of fluid the lymphatic system returns each day and trace lymph from an interstitial space to the subclavian vein.,Yes,,2,high,w11-lymph-return
181,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Venous return,"Explain the skeletal muscle pump, the respiratory pump, and venoconstriction and predict the effect of prolonged standing on venous return and stroke volume.",Yes,Yes,3,core,w11-venous-return
182,4,Cardiovascular and Respiratory Physiology,Vascular Physiology,Blood pressure measurement,"Measure blood pressure by auscultation, explain the origin of the Korotkoff sounds, and record the response to a postural or exercise challenge.",,Yes,3,core,w11-lab-bp-measurement
183,4,Cardiovascular and Respiratory Physiology,Cardiovascular Regulation,Baroreceptor reflex,Trace the baroreceptor reflex from the carotid sinus and aortic arch through the medulla to the heart and vessels and state the response to a fall in blood pressure.,Yes,Yes,3,core,w11-baroreflex
184,4,Cardiovascular and Respiratory Physiology,Cardiovascular Regulation,Hormonal control of blood pressure,"Describe the roles of angiotensin II, aldosterone, antidiuretic hormone, and atrial natriuretic peptide in long term blood pressure control.",Yes,,3,core,w11-cv-hormonal
185,4,Cardiovascular and Respiratory Physiology,Cardiovascular Regulation,Cardiovascular response to exercise,"Predict the change in heart rate, stroke volume, cardiac output, total peripheral resistance, and regional blood flow distribution during moderate exercise.",Yes,Yes,3,core,w11-exercise-cv
186,4,Cardiovascular and Respiratory Physiology,Cardiovascular Regulation,Compensation in hemorrhage and shock,Sequence the compensatory responses to blood loss and explain the point at which compensation fails.,Yes,,3,high,w11-shock-compensation
187,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Functions and functional zones,State the functions of the respiratory system and distinguish the conducting zone from the respiratory zone by structure and by role in gas exchange.,Yes,Yes,1,core,w12-respiratory-functions
188,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Pressure gradients and airflow,Apply Boyle's law to inspiration and expiration and relate alveolar pressure to atmospheric pressure at each point in a quiet breath.,Yes,,3,core,w12-ventilation-mechanics
189,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Intrapleural pressure,Explain why intrapleural pressure is subatmospheric and predict what happens to the lung and chest wall when the pleural seal is broken.,Yes,,3,core,w12-intrapleural-pressure
190,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Compliance and elastic recoil,Define lung compliance and elastic recoil and predict the effect of fibrosis and of emphysema on each.,Yes,,3,core,w12-compliance
191,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Surfactant and surface tension,Explain how surfactant lowers surface tension and why its absence causes alveolar collapse in the premature newborn.,Yes,,3,core,w12-surfactant
192,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Airway resistance,"Identify the main determinant of airway resistance and predict the effect of bronchoconstriction, mucus, and sympathetic stimulation on airflow.",Yes,,3,high,w12-airway-resistance
193,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Lung volumes and capacities,"Define tidal volume, inspiratory and expiratory reserve volume, residual volume, vital capacity, and total lung capacity and read each from a spirogram.",Yes,Yes,2,core,w12-lung-volumes
194,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Obstructive and restrictive patterns,Use the ratio of forced expiratory volume in one second to forced vital capacity to classify a spirometry result as obstructive or restrictive.,Yes,Yes,3,core,w12-spirometry-patterns
195,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Alveolar ventilation and dead space,Calculate minute ventilation and alveolar ventilation and explain why slow deep breathing ventilates the alveoli better than rapid shallow breathing.,Yes,Yes,3,core,w12-dead-space
196,4,Cardiovascular and Respiratory Physiology,Respiratory Mechanics,Spirometry,"Record a spirogram, calculate the lung volumes and capacities available from it, and compare the results with predicted values.",,Yes,3,core,w12-lab-spirometry
197,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Partial pressures,"Apply Dalton's law to calculate the partial pressure of oxygen in inspired and alveolar air and state the normal partial pressures in alveolar air, arterial blood, and venous blood.",Yes,,3,core,w12-partial-pressures
198,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Diffusion at the respiratory membrane,"Apply the determinants of diffusion to the respiratory membrane and predict the effect of edema, fibrosis, and emphysema on gas transfer.",Yes,,3,core,w12-gas-diffusion
199,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Ventilation perfusion matching,Explain how local hypoxic vasoconstriction and bronchiolar responses match ventilation to perfusion and predict the consequence of a mismatch.,Yes,,3,high,w12-va-q-matching
200,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Oxygen transport and the oxyhemoglobin curve,Explain the sigmoid shape of the oxyhemoglobin dissociation curve and state the physiological advantage of the steep and the flat portions.,Yes,Yes,3,core,w12-oxygen-transport
201,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Curve shifts,"Predict the direction of the oxyhemoglobin curve shift produced by a change in pH, carbon dioxide, temperature, or 2,3 bisphosphoglycerate and state what the shift means for tissue oxygen delivery.",Yes,Yes,3,core,w12-hb-curve-shifts
202,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Carbon dioxide transport,"Name the three forms in which carbon dioxide is carried, state the approximate percentage of each, and trace the chloride shift in a systemic capillary.",Yes,,3,core,w12-co2-transport
203,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Bohr and Haldane effects,Distinguish the Bohr effect from the Haldane effect and explain how the two work together at the tissue and at the lung.,Yes,,3,high,w12-bohr-haldane
204,4,Cardiovascular and Respiratory Physiology,Gas Exchange and Transport,Oxygen content versus partial pressure,Distinguish oxygen content from oxygen partial pressure and saturation and explain why anemia and carbon monoxide poisoning reduce delivery differently.,Yes,,3,high,w12-oxygen-content
205,4,Cardiovascular and Respiratory Physiology,Control of Ventilation,Respiratory centers,Identify the medullary and pontine respiratory centers and explain how the basic breathing rhythm is generated and modified.,Yes,,2,core,w12-respiratory-centers
206,4,Cardiovascular and Respiratory Physiology,Control of Ventilation,Chemoreceptor control,Compare central and peripheral chemoreceptors by stimulus and explain why carbon dioxide is the primary minute to minute drive to breathe.,Yes,,3,core,w12-chemoreceptors
207,4,Cardiovascular and Respiratory Physiology,Control of Ventilation,Ventilation in exercise and at altitude,Predict the ventilatory response to exercise and to acute and chronic altitude exposure and explain the acclimatization changes.,Yes,,3,high,w12-ventilation-adaptation
208,4,Cardiovascular and Respiratory Physiology,Control of Ventilation,Ventilatory response testing,"Measure the change in breathing rate and depth after hyperventilation, breath holding, and rebreathing and explain each result by the change in carbon dioxide.",,Yes,3,core,w12-lab-ventilation-response
209,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Kidney functions,"List the homeostatic functions of the kidney including water and electrolyte balance, acid base regulation, waste excretion, blood pressure control, and hormone production.",Yes,,1,core,w13-kidney-functions
210,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Nephron structure and function,Match each nephron segment to its dominant transport function and distinguish a cortical from a juxtamedullary nephron by capability.,Yes,Yes,2,core,w13-nephron-function
211,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Three renal processes,"Define filtration, reabsorption, secretion, and excretion and write the equation that relates them for any solute.",Yes,,2,core,w13-renal-processes
212,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Filtration membrane and selectivity,Describe the three layers of the filtration membrane and predict which plasma components appear in the filtrate based on size and charge.,Yes,Yes,2,core,w13-filtration-membrane
213,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Net filtration pressure and GFR,"Calculate net filtration pressure from glomerular hydrostatic pressure, capsular pressure, and colloid osmotic pressure and predict the effect of each change on glomerular filtration rate.",Yes,Yes,3,core,w13-gfr-forces
214,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Regulation of GFR,"Compare myogenic autoregulation, tubuloglomerular feedback, sympathetic control, and hormonal control and predict the effect of afferent and efferent arteriolar constriction on filtration rate.",Yes,,3,core,w13-gfr-regulation
215,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Renal clearance,Calculate the clearance of a substance and use inulin and creatinine clearance to estimate glomerular filtration rate.,Yes,Yes,3,core,w13-renal-clearance
216,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Clearance and handling inference,Use a clearance value relative to glomerular filtration rate to determine whether a substance is net reabsorbed or net secreted.,Yes,Yes,3,high,w13-clearance-inference
217,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Proximal tubule reabsorption,"Explain how the sodium gradient drives reabsorption of glucose, amino acids, and water in the proximal tubule and state why reabsorption there is described as isosmotic.",Yes,,3,core,w13-proximal-reabsorption
218,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Transport maximum and renal threshold,Distinguish transport maximum from renal threshold and explain the appearance of glucose in urine when plasma glucose is elevated.,Yes,Yes,3,core,w13-renal-threshold
219,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Tubular secretion,"State the purpose of tubular secretion and name substances secreted including hydrogen ion, potassium, and organic anions such as drugs.",Yes,,2,high,w13-tubular-secretion
220,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Countercurrent mechanism,Explain how the countercurrent multiplier of the loop of Henle and the countercurrent exchanger of the vasa recta build and preserve the medullary osmotic gradient.,Yes,,3,core,w13-countercurrent
221,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Antidiuretic hormone and urine concentration,Trace the response to dehydration from osmoreceptor firing through antidiuretic hormone release to aquaporin insertion and concentrated urine.,Yes,Yes,3,core,w13-adh-water-balance
222,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Renin angiotensin aldosterone system,"Trace the renin angiotensin aldosterone pathway from the stimulus for renin release to the effects of angiotensin II and aldosterone on vessels, tubules, and blood pressure.",Yes,Yes,3,core,w13-raas
223,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Natriuretic peptides,Explain how atrial natriuretic peptide opposes the renin angiotensin aldosterone system and state the stimulus for its release.,Yes,,2,high,w13-natriuretic-peptides
224,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Potassium handling,Explain how aldosterone and plasma potassium regulate potassium secretion in the collecting duct and predict the effect of a potassium wasting diuretic.,Yes,,3,high,w13-potassium-handling
225,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Micturition,Trace the micturition reflex and explain how the internal and external sphincters allow voluntary control.,Yes,,2,support,w13-micturition
226,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Urinalysis,"Perform a urinalysis measuring specific gravity, pH, glucose, protein, ketones, and blood and relate any abnormal finding to the renal process that failed.",,Yes,3,core,w13-lab-urinalysis
227,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Renal Physiology,Renal function calculation,"Calculate glomerular filtration rate, clearance, and filtered load from a data set and interpret the values in a clinical case.",,Yes,3,core,w13-lab-renal-calculation
228,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Buffer systems,"Compare the bicarbonate, phosphate, and protein buffer systems by location and speed and explain why bicarbonate is the dominant extracellular buffer.",Yes,,2,core,w13-buffer-systems
229,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Respiratory control of pH,Explain how a change in ventilation shifts the carbon dioxide and bicarbonate equilibrium and therefore plasma pH.,Yes,,3,core,w13-respiratory-ph-control
230,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Renal control of pH,Describe how the kidney secretes hydrogen ion and reclaims or generates bicarbonate and explain why renal compensation is slower and more complete than respiratory compensation.,Yes,,3,core,w13-renal-ph-control
231,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,The four acid base disorders,"Classify a disorder as respiratory or metabolic and as acidosis or alkalosis from pH, partial pressure of carbon dioxide, and bicarbonate.",Yes,Yes,3,core,w13-acid-base-disorders
232,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Compensation,"Determine whether an acid base disorder is uncompensated, partially compensated, or fully compensated and name the system doing the compensating.",Yes,Yes,3,core,w13-acid-base-compensation
233,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Arterial blood gas interpretation,Interpret a set of arterial blood gas values and match the result to a plausible clinical cause.,,Yes,3,core,w13-lab-abg-interpretation
234,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Acid Base and Fluid Balance,Volume and osmolarity disturbances,"Classify a disturbance as volume depletion or overload and as hypoosmotic, isosmotic, or hyperosmotic and predict the resulting fluid shift between compartments.",Yes,,3,high,w13-volume-osmolarity
235,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Four digestive processes,"Distinguish motility, secretion, digestion, and absorption and identify where in the tract each dominates.",Yes,,2,core,w14-digestive-processes
236,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Motility patterns,"Compare peristalsis, segmentation, and the migrating motor complex by pattern and purpose.",Yes,Yes,2,core,w14-gi-motility
237,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Neural and hormonal regulation,"Explain short and long reflex control by the enteric nervous system and match gastrin, secretin, cholecystokinin, and glucose dependent insulinotropic peptide to their stimulus and action.",Yes,,3,core,w14-gi-regulation
238,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Phases of digestive control,"Describe the cephalic, gastric, and intestinal phases and state the dominant control mechanism in each.",Yes,,2,high,w14-digestive-phases
239,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Gastric secretion and mucosal protection,Trace the production of hydrochloric acid by the parietal cell and explain how the mucosal barrier protects the stomach and how ulcers develop when it fails.,Yes,,3,core,w14-gastric-secretion
240,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Pancreatic and biliary secretion,State the components of pancreatic juice and bile and explain how bicarbonate neutralizes chyme and how bile salts emulsify fat.,Yes,,3,core,w14-pancreatic-bile-secretion
241,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Carbohydrate and protein digestion and absorption,Trace a starch and a protein from mouth to bloodstream naming the enzymes at each step and the transport mechanism at the brush border.,Yes,Yes,3,core,w14-carb-protein-absorption
242,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Lipid digestion and absorption,"Trace a triglyceride through emulsification, lipase action, micelle formation, and chylomicron packaging to the lymphatic route and explain why fat takes a different path than glucose.",Yes,,3,core,w14-lipid-absorption
243,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Liver function and enterohepatic circulation,"State the metabolic, storage, and detoxification functions of the liver and trace the enterohepatic circulation of bile salts.",Yes,,2,high,w14-liver-function
244,5,"Renal, Digestive, Metabolic, Immune and Reproductive Physiology",Digestive Physiology,Large intestine and microbiome,"Describe water and electrolyte absorption in the colon, the contribution of the microbiome, and the defecation reflex.",Yes,,2,high,w14-large-intestine
